id	review	rating	fresh	critic	top_critic	publisher	date
769	...a stellar entry within Schrader's admittedly rocky body of work. 	3.5/4	fresh	David Nusair	0	Reel Film Reviews	July 13, 2018
769	First Reformed is thought-provoking and one of the best films you will see this year.	4/5	fresh	Jamie East	0	The Sun (UK)	July 13, 2018
769	An eccentric and peculiarly gripping film from veteran director Paul Schrader.	4/5	fresh	Kate Muir	0	Daily Mail (UK)	July 13, 2018
769	The ending will prove divisive but the dialogue sparkles, the atmosphere is brooding and Ethan Hawke chips in with the best performance of his career.	3/5	fresh	Andy Lea	0	Daily Express (UK)	July 13, 2018
769	Yet ultimately it's so good, and the attention to truthfulness so intense, that Schrader writes himself into a narrative dead end and to a conclusion that bounces, within a few short minutes, from shocking to preposterous to silly to schmaltzy.	4/5	fresh	Kevin Maher	0	Times (UK)	July 12, 2018
769	Shaker furniture in movie form - stark, plain, conceived in austere and intelligent good taste; beautifully made, in fact, but maybe more designed for looking at than actually sitting on.	4/5	fresh	Peter Bradshaw	0	Guardian	July 12, 2018
769	The film is a zinger, with Hawke giving Toller the hungry, doomed conviction of a Graham Greene hero.	5/5	fresh	Nigel Andrews	0	Financial Times	July 11, 2018
769	First Reformed is a tough, masterful movie. 	5/5	fresh	Larushka Ivan-Zadeh	0	Metro (UK)	July 11, 2018
769	First Reformed is not for the faint hearted, but this raw, blistering, bleak and uncompromising drama raises important questions about faith and morality.	4.5/5	fresh	Sarah McIntyre	0		July 11, 2018
769	Schrader's best in yonks, a powerful meditation on faith's place in the modern world. Hawke, as a kind of Travis Bickle in a dog collar, gives one of the performances of the year.	4/5	fresh	Ian Freer	0	Empire Magazine	July 11, 2018
769	Hawke is heart breakingly good in the role of a faltering priest, disillusioned father, and sinner.	8/10	fresh	Nicole Homer	0	Black Nerd Problems	July 10, 2018
769	Is it too early to call this Schrader's masterpiece?	5/5	fresh	Hannah Woodhead	0	Little White Lies	July 10, 2018
769	The work of a passionate, intelligent and audacious artist who knows exactly what he wants to say and how he wants to say it.	5/5	fresh	Philip Concannon	0	The Skinny	July 3, 2018
769	Given today's comic-book-driven climate, a picture this profound is honestly a little like a miracle.	5/5	fresh	Rick Kisonak	0	Seven Days	June 27, 2018
769	Schrader still doesn't know how to make movies that express belief in a cause, or naturalism, or anything else.		rotten	Armond White	0	National Review	June 26, 2018
769	We are treated to long, delicious scenes filled with dialogue that matters, all of it spearheaded by an unwound, infirmed and strangely sexy priest. 		fresh	Molly Laich	0	Missoula Independent	June 23, 2018
769	"First Reformed,"" is the face of Hawke, which miraculously never gets consumed by the hellfire all around. "	A	fresh		0	Dayton CityPaper	June 21, 2018
769	An austere film-making exercise, wallowing in anguish and despair. There's a reason why it was rejected by both Netflix and Amazon.	4/10	rotten	Susan Granger	0	SSG Syndicate	June 19, 2018
769	A rare and intriguing example of theological inquiry in American cinema ... driven by an aching conscience.	B+	fresh	Jeffrey Overstreet	0	Looking Closer	June 18, 2018
769	Bleak, wintry and rigorously controlled.	4/5	fresh	Alison Gillmor	0	Winnipeg Free Press	June 15, 2018
769	Ethan Hawke brilliantly captures the doubt many believers wrestle with, but the film never seriously engages with the counsel the Bible offers to deal with it. 		rotten	Megan Basham	0	WORLD	June 15, 2018
769	A film that glides on a knife's edge of seemingly unresolvable contradictions.	4.5/5	fresh	Daniel Barnes	0	Sacramento News &amp; Review	June 14, 2018
769	It's a very heady movie. There isn't much to speak of in terms of action. It's Taxi Driver without the taxi: A long ride inside the mind of a man beginning to see the world around him in a whole new and increasingly hostile way.	3.5/5	fresh	Katherine Monk	0	Ex-Press.com	June 13, 2018
769	While it invites viewers to ruminate over any number of big ideas, it boasts no crystallizing moment to tie all those ideas together in a satisfying way.	2/5	rotten	Mike Scott	0	Times-Picayune	June 13, 2018
769	What Schrader does best is show his characters inching forward through their flaws and transgressions.	A-	fresh	Brooke Corso	0	The Monitor (McAllen, TX)	June 11, 2018
769	A haunting and meditative work.	3.5/4	fresh	Matt Brunson	0	Creative Loafing	June 9, 2018
769	Just a strong recommendation and a big thumbs up for Schrader still having so much to say after a recent string of cinematic misfires. 	4.5/5	fresh	John Urbancich	0	Your Movies (cleveland.com)	June 9, 2018
769	"First Reformed"" captures the despair that good and decent people can feel, looking at a world that seems to have turned its back on goodness and decency. "	3.5/4	fresh	Rob Thomas	0	Capital Times (Madison, WI)	June 8, 2018
769	It's worth noting that no scene in First Reformed ever leaves its protagonist, and through his spiraling journal entries and increasingly rash Schrader undermines the old-school Protestantism at its center.		fresh	George Elkind	0	Metro Times (Detroit, MI)	June 8, 2018
769	First Reformed is Schrader's best film in a long time. It provides an unflinching look at many of life's big questions.	B+	fresh	Michael Heaton	0	Cleveland Plain Dealer	June 8, 2018
769	"[PODCAST] As Thomas Wolf pointed out in his essay, Christ's primary teaching was that ""loneliness could be destroyed forever by the life of love."" Is ""First Reformed"" a perfect film? Yes, yes it is."	A+	fresh	Cole Smithey	0	ColeSmithey.com	June 8, 2018
769	First Reformed slowly builds toward an inevitable conclusion, but Schrader confounds those expectations with an ending that will certainly leave you talking. This isn't easy fare, but it's wholly worthwhile.	5/5	fresh	Brad Keefe	0	Columbus Alive	June 7, 2018
769	The latest film from pugnacious director/writer Paul Schrader is as austere and revelatory as a church confessional...It's a bleak portrait of a man in the midst of a spiritual breakdown that is only slightly undone by its rather unsatisfying conclusion.	4/5	fresh	Cary Darling	1	Houston Chronicle	June 7, 2018
769	A haunting, strange and lyrical narrative on one man's spiritual and political resurrection from the darkest corners of his consciousness. First Reformed brims with insights on anger, guilt, faith and personal autonomy.	B+	fresh	Kiko Martinez	0	San Antonio Current 	June 6, 2018
769	The movie loses focus when it most needs it.	2.5/4	rotten	Lisa Jensen	0	Good Times Santa Cruz	June 6, 2018
769	For Schrader, ideas are paramount, and he packs in plenty, none less profound than the proposition that, to survive, we must hold hope and despair in our minds simultaneously.	4/5	fresh	Cameron Meier	0	Orlando Weekly	June 6, 2018
769	...sharp, bleak, and oddly oblique...	8/10	fresh	Chris Barsanti	0	PopMatters	June 4, 2018
769	First Reformed is that rare movie that questions faith from the standpoint of faith. Schrader is a believer, one brave enough to question why - or even what - he believes.		fresh	Eleanor Ringel	0	Saporta Report (Atlanta)	June 4, 2018
769	Despite the provocative imagery and subject matter, First Reformed is a film that revels in its solemnity and speaks with a furious sincerity.	4/5	fresh	Emma Simmonds	0	The List	June 4, 2018
769	First Reformed can hardly imagine a hopeful future for the world, [yet] the film is full of longing for redemption... Toller hopes that his journal is a kind of prayer. Perhaps Schrader hopes the same for his film.	A-	fresh	Steven D. Greydanus	0	National Catholic Register	June 1, 2018
769	An unforgettable powerhouse.	3/4	fresh	Sara Michelle	0	MovieFreak.com	June 1, 2018
769	Every moment of First Reformed feels perfectly framed and precisely lit.	3/4	fresh	Sonny Bunch	0	Washington Free Beacon	June 1, 2018
769	Ultimately its sheer archness reveals Paul Schrader as a gifted and deeply persuasive evangelist of the transcendental style - if not quite a canon saint.	3.5/4	fresh	John Semley	1	Globe and Mail	June 1, 2018
769	"First Reformed"" takes some wild, unexpected and uncomfortable turns in its final act that will surely shock some, anger others and disturb just about everyone. For Schrader, it shows that he's still got it. Welcome back."	A-	fresh	Adam Graham	1	Detroit News	June 1, 2018
769	It is a work that isn't' afraid to look at something most movies try their best to avoid: deep despair.		fresh	Robert Denerstein	0	Denerstein Unleashed	May 31, 2018
769	What sets First Reformed apart is Schrader's relentless reserve.		fresh	Janet Smith	0	Georgia Straight	May 31, 2018
769	First Reformed deserves all praise.	3.5/4	fresh	Peter Howell	1	Toronto Star	May 31, 2018
769	Ethan Hawke hauntingly embodies Reverend Toller, a middle-aged pastor at a church whose glory days are long past.	9/10	fresh	Andrea Thompson	0	The Young Folks	May 31, 2018
769	The anger in it - the American quality, that refuses to swallow wrath instead of expressing it as violence - gives it a simmer.		fresh		0	MetroActive	May 31, 2018
769	"First Reformed"" is a miracle in its own regard, the rare type of film that leaves us with questions left to answer and for many, a desire to dig into it deeper through a second viewing."	4/4	fresh	Colin Covert	1	Minneapolis Star Tribune	May 31, 2018
769	In its consideration of the commercialization of evangelical Christianity for an audience that has no time for the teachings of Christ, First Reformed's concerns are entirely of the moment.	5/5	fresh	Norman Wilner	0	NOW Toronto	May 31, 2018
769	The scenes with Hawke, Cedric, and Gaston are improbably tense, in part because each character is given a rich and forceful voice in a way that has becoming increasingly rare in modern movies.	3.5/4	fresh	Gary Thompson	0	Philadelphia Daily News	May 31, 2018
769	A film that fascinates even as it goes wildly overboard.	B	fresh	Frank Swietek	0	One Guy's Opinion	May 31, 2018
769	This is a movie about faith tested, and people trying to reconcile hope with a world that can feel hopeless. It's a film to be seen in a dark theater with an audience hushed in reverence of the power of cinema.	A-	fresh	Chris Vognar	1	Dallas Morning News	May 31, 2018
769	"A ""Taxi Driver"" for the present day, with Hawke in a career-best performance."	3.5/4	fresh	Rafer Guzman	1	Newsday	May 31, 2018
769	"Provocative and mesmerizing, ""First Reformed"" is a film that demands to be seen."	3.5/4	fresh	Calvin Wilson	1	St. Louis Post-Dispatch	May 30, 2018
769	This strikingly austere film is a rare movie to meaningfully wrestle with theological concerns-and their application in our ever-more-problematic worldly reality-so you are guaranteed ample discussion fodder afterward. 		fresh	Dennis Harvey	0	48 Hills	May 30, 2018
769	It's Schrader's on-point filmmaking--a nouveau spin on the spiritual films, character studies, and transcendental style of cinematic Old Masters like Bergman and Bresson--that functions as what Toller calls 'another form of prayer.'	3.5/4	fresh	Peter Canavese	0	Groucho Reviews	May 30, 2018
769	Hawke masterfully places us inside the head of a man with a disintegrating soul, as he gradually loses a long-running battle with his demons.	A-	fresh	Al Alexander	0	The Patriot Ledger	May 26, 2018
769	It lingers uneasily in the subconscious. Furious and darkly funny, it's a tight, explosive encapsulation of our very specific moment in history.	5/5	fresh	Alissa Wilkinson	0	Vox	May 25, 2018
769	Schrader's best screenplay since Taxi Driver.	5/5	fresh	Tim Appelo	0	AARP Movies for Grownups	May 25, 2018
769	Diary of a Country Priest in New York State. A fine Ethan Hawke and Amanda Seyfried. Ending is a bit off the rails.	B+	fresh	James Verniere	0	Boston Herald	May 25, 2018
769	Paul Schrader updates TAXI DRIVER for a new age, resulting in what could be his defining masterpiece.		fresh	Jacob Knight	0	Birth.Movies.Death.	May 25, 2018
769	A masterwork containing a possible career-best performance by Ethan Hawke.		fresh	Chris Bumbray	0	JoBlo's Movie Emporium	May 25, 2018
769	Is ambition is encouraging, and its dark musings are certainly provocative.	2.5/4	fresh	Tom Russo	1	Boston Globe	May 25, 2018
769	The best praise I can give First Reformed is that it makes powerful people feel uncomfortable.	5/5	fresh	Alan Zilberman	0	Brightest Young Things	May 25, 2018
769	It's a harrowing study of this man's life, portrayed in claustrophobic compositions ... [and] Hawke's precisely tuned performance...	3.5/4	fresh	Mark Dujsik	0	Mark Reviews Movies	May 24, 2018
769	A major work by a cinema giant, urgently reckoning with issues both current and eternal.		fresh	Sean Burns	0	The ARTery	May 24, 2018
769	Schrader's brilliant film seamlessly incorporates the personal, the political, and the spiritual into one dynamic and immersive narrative. 		fresh	Noah Gittell	0	Washington City Paper	May 24, 2018
769	Schrader pulls no spiritual punches.	3.5/4	fresh	Richard Roeper	1	Chicago Sun-Times	May 24, 2018
769	First Reformed begins to get really interesting when Schrader turns the tables on his hero-and us, and possibly himself.	3/4	fresh	J. R. Jones	1	Chicago Reader	May 24, 2018
769	A searing, powerful look at the mingling of faith, politics, and activism	4/5	fresh	Travis Hopson	0	Punch Drunk Critics	May 24, 2018
769	"First Reformed,"" a mesmerizingly austere drama of one man's apocalyptic crisis of faith, feels like the movie Paul Schrader was put on this planet to make."	4/4	fresh	Ann Hornaday	1	Washington Post	May 24, 2018
769	"First Reformed"" is an amazing examination of faith, a film that stays with you long after you have left the theater."	4.5/5	fresh	Bill Goodykoontz	1	Arizona Republic	May 24, 2018
769	First Reformed hums disquietingly along at Schrader's own clockwork pace which, like Hawke's mesmerizing performance, is austere, stoic, and ultimately self-destructive. It's a glorious piece of filmmaking...	4.5/5	fresh	Marc Savlov	0	Austin Chronicle	May 24, 2018
769	Hawke gives an extraordinarily controlled performance as a man struggling mightily to retain dominion over himself...every minute detail of which speaks to an almost unendurable act of self-regulation.		fresh	Nick Pinkerton	0	Reverse Shot	May 23, 2018
769	A direct expression from the soul onto celluloid, unvarnished and uncompromised, and Schrader's best film in years.	4/4	fresh	Mick LaSalle	1	San Francisco Chronicle	May 23, 2018
769	Commandingly demonstrates that [Paul] Schrader is still worth listening to.		fresh	Sean Nelson	0	The Stranger (Seattle, WA)	May 22, 2018
769	A masterful portrait of a priest struggling with his inner torments, and the external realities of the church and the world.		fresh	Jeffrey M. Anderson	0	San Francisco Examiner	May 22, 2018
769	"First Reformed"" is Ethan Hawke's film and the actor gives a richly textured performance of a man at an important crossroad in his life."	B	fresh	Robin Clifford	0	Reeling Reviews	May 22, 2018
769	It's a gorgeous film, mourning the impossibility of being alive as it celebrates that which binds us, a conscious-rattling, viscera-stirring piece of art.	8.5/10	fresh	Dom Sinacola	0	Paste Magazine	May 22, 2018
769	The diary allows for Toller's narration to feel natural and place us into the mind on the verge of destruction, and the closing moments express the sensation of good and evil; the closing shot alone is worth the price of admission	4/5	fresh	Robert Kojder	0	Flickering Myth	May 22, 2018
769	...Hawke delivers what very well may be his career-best performance as Ernst Toller.		fresh	Danielle Solzman	0	Solzy at the Movies	May 21, 2018
769	This scenario is serious almost to the point of silliness: It could be parody of a morality play. But the heaviness is also essential to the architecture and impact of what I'm thinking is the year's first maybe-great American movie.		fresh	Adam Nayman	0	The Ringer	May 21, 2018
769	Schrader's film is a wise, shocking, intellectually prodigious masterpiece.		fresh		0	Vanity Fair	May 21, 2018
769	There's nothing ambiguous about the strength of Hawke's work or the fact that this is a complete artistic comeback for a writer and director who has always refused easy answers.	4.5/5	fresh	Don Kaye	0	Den of Geek	May 21, 2018
769	An embittered look at our world through the eyes of someone who's increasingly horrified to be a part of it, and a film that's one of the most searing experiences of the year.		fresh	David Sims	1	The Atlantic	May 21, 2018
769	A tremendous character study, and a severe depiction of how guilt and the desire to punish oneself manifest.	4/5	fresh	Tim Brayton	0	Alternate Ending	May 20, 2018
769	It's fearless, yet utterly controlled, terribly moving and beautifully terrifying. 	4/4	fresh	Jeffrey M. Anderson	0	Combustible Celluloid	May 19, 2018
769	... an ambitious and sharply written drama that's deliberately paced yet never tedious, bolstered by Hawke's powerfully understated performance.		fresh	Todd Jorgenson	0	Cinemalogue	May 18, 2018
769	A slow movie classic which explores a rainbow mix of religious and spiritual themes.	5/5	fresh		0	Spirituality and Practice	May 18, 2018
769	Hawke offers one of his best performances, a masterful blending of outward stoicism and strong and challenging emotions.	3/4	fresh	Robert Levin	0	amNewYork	May 18, 2018
769	Schrader's chief influence here, as in many of his other films, is the great French director Robert Bresson... But Bresson's spare stylistics achieved a sublimity while Schrader's, though intermittently powerful, too often feel schematic.	B-	fresh	Peter Rainer	1	Christian Science Monitor	May 18, 2018
769	Disturbing images in intense, mature character study. 	3/5	fresh	Michael Ordo	0	Common Sense Media	May 18, 2018
769	A visionary film about the most urgent question facing humanity: ecological ruin. Schrader has made the greatest American film of the decade.		fresh	Louis Proyect	0	Counterpunch.org	May 18, 2018
769	A stunning, enrapturing film, a crowning work by one of the American cinema's most essential artists.	4/4	fresh	Godfrey Cheshire	1	RogerEbert.com	May 18, 2018
769	First Reformed has its steeple in the clouds and its foundation on solid ground.		fresh	Joe Morgenstern	1	Wall Street Journal	May 17, 2018
769	Schrader is positing that the real world is, and should be, about the life of the mind, the health of the soul-and love. Ultimately, that is where First Reformed ends up, even if it seems to be going everywhere else.		fresh	John Anderson	0	America Magazine	May 17, 2018
769	What begins as a patient and unvarnished look inside one man's depression escalates into a crazed psychic and spiritual unravelling.	9/10	fresh	Oliver Whitney	0	ScreenCrush	May 17, 2018
769	...ascetic, poetic, and prophetic.	4/4	fresh	Josh Larsen	0	LarsenOnFilm	May 17, 2018
769	It is an exquisite piece of filmmaking and also a blunt, pulpy instrument, a despairing, fully sustained howl of a movie that is easily this director's finest work in years.		fresh	Justin Chang	1	Los Angeles Times	May 17, 2018
769	Schrader...has made a fine existential-crisis movie. And for all its serious intent, it isn't torture to watch.		fresh	Stephanie Zacharek	1	TIME Magazine	May 17, 2018
769	Ambitious Paul Schrader drama ultimately loses its way.		rotten	Daniel Eagan	0	Film Journal International	May 17, 2018
769	Schrader has made his best film in years with his eco-warrior country priest.	B+	fresh	Laura Clifford	0	Reeling Reviews	May 17, 2018
769	Paul Schrader offers one of the year's best movies-a faith-in-crisis powerhouse about a pastor -Ethan Hawke hitting a new career peak-who is politically awakened by an eco-activist and a new kind of love. 	3.5/4	fresh	Peter Travers	1	Rolling Stone	May 16, 2018
769	Could this be Ethan Hawke's Oscar?	4/4	fresh	Roger Moore	0	Movie Nation	May 16, 2018
769	Not an easy watch, but required viewing for ambitious cinephiles.	4/4	fresh		1	Seattle Times	May 16, 2018
769	The first two-thirds of this film are utterly riveting... but in the final act... the story threatens to devolve into some sort of eco-thriller. 	3/5	fresh	Rich Cline	0	Shadows on the Wall	May 15, 2018
769	A fascinating work of almost mixed media: Ingmar Bergman and Robert Bresson meet outraged editorial cartooning meet the it-always-builds-to-violence pulp sensibility of the movie brats.		fresh	Alan Scherstuhl	1	Village Voice	May 15, 2018
769	"First Reformed"" is the kind of film that will stay with you long after the credits."	3.5/4	fresh	Lindsey Bahr	1	Associated Press	May 15, 2018
769	It's an exacting film, substantial and suspenseful, one of the best of the year so far.		fresh	Kyle Smith	0	National Review	May 15, 2018
769	The searching loss-of-faith drama First Reformed is the happy result of Paul Schrader's entering the what-the-hell-let's-go-for-it stage of his long and bravely self-lacerating career.		fresh	David Edelstein	1	New York Magazine/Vulture	May 15, 2018
769	A dazzling exploration of the soul of a reverend overwhelmed by his guilt over the death of his son in Iraq.	A-	fresh	Harvey S. Karten	0	Shockya.com	May 14, 2018
769	Until I saw Toller, I didn't know the human soul could frown.		fresh	Anthony Lane	1	New Yorker	May 14, 2018
769	First Reformed is a carefully composed and constructed film that should probably be seen more than once, with cinematic rewards aplenty for those open to the Word of Schrader.		fresh	Christopher Llewellyn	0	Hammer to Nail	May 4, 2018
769	Singular in its distillation of Schrader's decades-spanning preoccupations of film criticism and filmmaking as well as his religious background, First Reformed is a rare object unified in subject and style. 		fresh	Aliza Ma	0	Film Comment Magazine	May 3, 2018
769	A trio of staggering performances by Hawke, Seyfried, and Cedric the Entertainer, a gripping story that mines our current sociopolitical landscape for philosophical fodder, and typically formidable writing make First Reformed a mandatory watch.		fresh	Alex Arabian	0	Film Inquiry	April 17, 2018
769	Engrossing thriller over the loss of faith.	A	fresh	Dennis Schwartz	0	Ozus' World Movie Reviews	April 8, 2018
769	First Reformed is an art movie, pure and simple. It won't attract the teenage action-loving crowd. It won't break any box-office records. But it's beautiful, thoughtful and full of grace.	B+	fresh	Charles Ealy	0	Austin American-Statesman	March 15, 2018
769	In First Reformed, depression arises from one's lack of impact, whether that be through inactivity or a lack of tangible results.	B+	fresh	Randall Colburn	0	Consequence of Sound	March 15, 2018
769	A culmination of Schrader's entire career.		fresh	Shawn Glinis	0	Film Inquiry	March 14, 2018
769	A great work by a great artist doing things that great art should do - making us think, feel and reflect.	A	fresh	Jason Gorber	0	ThatShelf.com	November 14, 2017
769	First Reformed is a fierce and gratifying modern parable that only someone with the religious and philosophical import like Schrader could pull off.		fresh	Tomas Trussow	0	Film Inquiry	October 3, 2017
769	I have been waiting most of my adult life for Paul Schrader to direct a great film.	4/4	fresh	Kenneth R. Morefield	0	Christianity Today	September 29, 2017
769	Unique in contemporary cinema, it's a film that takes religion and scripture seriously, and because it does, it must go to the very dark place it eventually goes.		fresh	Jason Bailey	0	Flavorwire	September 26, 2017
769	Paul Schrader has made his masterpiece.	4/4	fresh	Walter Chaw	0	Film Freak Central	September 21, 2017
769	A truly captivating, pertinent piece of cinema.	4/5	fresh	Stefan Pape	0	HeyUGuys	September 19, 2017
769	Four decades later, First Reformed may be the full realization of Schrader's vision.	B+	fresh	Ethan Vestby	0	The Film Stage	September 18, 2017
769	A stealthily engrossing work that should appeal to viewers who haven't seen, say, Affliction. 	3.5/4	fresh	Kent Turner	0	Film-Forward.com	September 17, 2017
769	Quieter and more sensitive than anything else Schrader has directed, with Ethan Hawke giving one of his finest and most moving performances in the lead role.	B+	fresh	Ignatiy Vishnevetsky	1	AV Club	September 16, 2017
769	What keeps us alert as viewers is not the slow disintegration of this man's faith, but the deep ambiguity about where the film's sympathies actually lie.		fresh	Elena Lazic	0	Little White Lies	September 14, 2017
769	A film of fascinating conversations, anchored by Hawke's completely genuine performance.		fresh	Brian Tallerico	1	RogerEbert.com	September 14, 2017
769	Greatness is often intertwined with insanity, and there's no way to describe the finale of First Reformed as anything other than a dual act of extreme devotion and inspired lunacy.		fresh	Keith Uhlich	0	Slant Magazine	September 12, 2017
769	"Thoughtful, moving, overreaching and uncompromising, ""First Reformed"" is a tremendously tormented work. Ethan Hawke delivers a performance full of grace and sorrow in this powerful portrait of existential and spiritual despair."		fresh	Tim Grierson	0	Screen International	September 3, 2017
769	[Ethan] Hawke's performance is his most mature to date, a masterpiece of a man who cannot work himself out and yet is compelled to try.	4/5	fresh	John Bleasdale	0	CineVue	September 1, 2017
769	Schrader and his cast commit to the project with sharpened and unblinking seriousness, even when the going gets mesmerically weird, with violence, visions, levitations and Neil Young protest songs chanted sombrely by toxic swamps.	4/5	fresh	Robbie Collin	0	Daily Telegraph (UK)	August 31, 2017
769	"First Reformed"" sees Paul Schrader return to his roots, and through the aesthetics of grace, find his way home. "	B+	fresh	Rodrigo Perez	0	The Playlist	August 31, 2017
769	A fascinating meditation on inner turmoil in which doing the right thing can lead down many wrong directions.	A-	fresh	Eric Kohn	1	indieWire	August 31, 2017
769	The sort of stimulating work that a writer-director of a certain age can deliver when he returns to his creative sweet spot; rejoice, Schrader fans, rejoice.		fresh	Alonso Duralde	1	TheWrap	August 31, 2017
769	First Reformed is a deeply felt, deeply thought picture; impressive in its seriousness and often gripping in the way it frames itself as a debate and a sermon.	3/5	fresh	Xan Brooks	0	Guardian	August 30, 2017
769	"In ""First Reformed,"" Paul Schrader courts respectability and leaves it in the dust, getting stoned on excess. But make no mistake: He's still one hell of a filmmaker."		fresh	Owen Gleiberman	1	Variety	August 30, 2017
769	There's not quite enough oomph or style in the filmmaking to make you forget about the schematic nature of the dramatic construct.		rotten	Todd McCarthy	1	Hollywood Reporter	August 30, 2017
770	Debbie Reynolds, then in her second and last popularity phase, plays the titular role in this unbearably cloying, poorly scripted musical melodrama, trying to cash in on the success of The Sound of Music.	C	rotten	Emanuel Levy	0	EmanuelLevy.Com	March 1, 2012
771	Meet The Spartans? For those unlucky enough to be lured into the cinema, there's every chance you'll be wanting to meet your maker instead.	1/5	rotten	Ben Rawson-Jones	0	Digital Spy	July 14, 2011
771	What does it say about a film with an hour running time that has twenty minutes of outtakes after the credits to reach theatrical length? Very little that's positive.	1.0/4	rotten	Kevin A. Ranson	0	MovieCrypt.com	February 10, 2009
771	While still not a grand work of art, Meet the Spartans improves upon the formula established in the earlier parodies of Friedberg and Seltzer.	2/4	rotten	Wesley Lovell	0	Cinema Sight	September 3, 2008
771	A bizarre, leering orgy of celebrity crotches, lowbrow horny gay buffoons in leather, moronic gladiator mayhem, and too-much-information cascading bodily fluids galore.		rotten	Prairie Miller	0	NewsBlaze	May 29, 2008
771	Besides the few chuckles I had, the movie was just dreadfully bad.	1/5	rotten	Kevin McCarthy	0	WJFK-FM (CBS Radio)	May 24, 2008
771	everybody should be ashamed	0/5	rotten	Stefan Birgir	0	sbs.is	April 9, 2008
771	Obviously, it's rubbish.	1/5	rotten	Simon Braund	0	Empire Magazine	March 20, 2008
771	...couldn't get a laugh from a hyena.	1/5	rotten	Jim Lane	0	Sacramento News &amp; Review	February 5, 2008
771	Meet the Spartans can't even get its fart jokes right. How incredibly sad is that?	1/5	rotten	Bill Gibron	0	Filmcritic.com	February 4, 2008
771	One of the most painfully bad comedies I've ever had to endure, and I've seen the collected works of Martin Lawrence, Tim Allen, Ice Cube AND Cedric the Entertainer		rotten	Garth Franklin	0	Dark Horizons	February 4, 2008
771	To devote an entire feature film to making fun of another film's universally acknowledged gay subtext seems to me good cause for said filmmakers to have a sit-down with their muse, because somebody's been sleeping on the job.	0/5	rotten	Kimberley Jones	0	Austin Chronicle	February 1, 2008
771	The result in Meet the Spartans is less classic Mel Brooks than middling Best Week Ever.	C+	rotten	Clark Collis	1	Entertainment Weekly	January 30, 2008
771	This was the worst movie I've ever seen, so bad that I hesitate to label it a 'movie' and thus reflect shame upon the entire medium of film.		rotten	Josh Levin	1	Slate	January 30, 2008
771	"It's rare that a movie makes me ill these days, and it's rare that I can see a movie and hate the people behind it with such abhorrence, but ""Meet the Spartans"" rises to the challenge..."	0/5	rotten	Felix Vasquez	0	Film Threat	January 30, 2008
771	When the comedy revolution comes, Jason Friedberg and Aaron Seltzer will be the first ones shot.	F	rotten	Eric D. Snider	0	EricDSnider.com	January 30, 2008
771	Messrs. Friedberg and Seltzer make their annual locust-like descent on theaters leaving a trail of ruthlessly murdered brain cells in their wake.		rotten	Ken Hanke	0	Mountain Xpress (Asheville, NC)	January 30, 2008
771	I'm moving to Europe.		rotten	Aaron Hillis	1	Village Voice	January 29, 2008
771	Dumb, raunchy comedy is a tired spoof attempt.	1/5	rotten		0	Common Sense Media	January 29, 2008
771	Inane comedies can be fun when done well, but bad inane comedies are simply embarrassing. You feel pity for the actors making fools of themselves, and flabbergasted that a studio probably passed on making so many other more worthy projects instead.		rotten		0	IGN Movies	January 28, 2008
771	The musical number that runs during the closing credits is funnier than anything that precedes it, which isn't saying much.	1/4	rotten	Maitland McDonagh	0	TV Guide	January 28, 2008
771	It's so bad even Carmen Electra should be embarrassed.	F	rotten	Adam Graham	1	Detroit News	January 28, 2008
771	It's a MADtv or Saturday Night Live sketch dressed up in feature-length clothing. It's way too much of an OK thing. And the way-too-much-ness goes on and on.	1.5/4	rotten	Mark Feeney	1	Boston Globe	January 28, 2008
771	It's mind-boggling to imagine that this witless, amateurish mess came from supposedly professional writers and directors.		rotten	Frank Lovece	0	Film Journal International	January 28, 2008
771	Don't expect anything of depth and you won't be disappointed by this predigested pabulum.	2/4	fresh	Kam Williams	0	NewsBlaze	January 26, 2008
771	Is its purported idiocy put to a worthwhile use, or is this just another stale retreat of MADtv?	2/4	rotten	Rob Humanick	0	Slant Magazine	January 26, 2008
771	You could teach a college course on what not to do in a comedy by showing Meet the Spartans.	1/5	rotten	Kevin Carr	0	7M Pictures	January 25, 2008
771	Jason Friedberg and Aaron Seltzer, the team behind Meet the Spartans, prove that ridiculing other movies is much easier than making your own.	1/5	rotten	Jeannette Catsoulis	1	New York Times	January 25, 2008
771	Lazy, lame and painfully unfunny.		rotten	Joe Leydon	1	Variety	January 25, 2008
771	What's the point of making a parody that's dumber than the stuff it parodies?	0.5/4	rotten	Gene Seymour	1	Newsday	January 25, 2008
771	It's only about an hour and a quarter long, although a closing dance number stretches it out another few minutes. Brevity, it turns out, is also the soul of stupidity.		rotten	Jay Stone	0	Canada.com	January 25, 2008
771	Writer-directors Jason Friedberg and Aaron Seltzer basically reprise the tired formula from their earlier efforts, which is to throw in as many pop culture references as possible to cover up the lack of any real wit.		rotten	Frank Scheck	1	Hollywood Reporter	January 25, 2008
771	Until the mainstream produces some films undeserving of idiot violation, the idiot violation represented by Meet the Spartans -- a Xerox of absolute zero -- will be par for the course.	1/5	rotten	Adam Nayman	0	eye WEEKLY	January 25, 2008
